,date,home_team,away_team,home_score,away_score,tournament
4141,4/10/2018,Faroe Islands,Iceland,0,5,FIFA World Cup qualification
4142,4/10/2018,Italy,Belgium,2,1,FIFA World Cup qualification
4143,4/10/2018,Moldova,Romania,0,0,FIFA World Cup qualification
4144,4/10/2018,Israel,Serbia,0,1,FIFA World Cup qualification
4145,4/10/2018,Austria,Spain,0,1,FIFA World Cup qualification
4146,4/10/2018,Algeria,Senegal,2,0,African Championship qualification
4147,4/10/2018,Ethiopia,Libya,7,0,African Championship qualification
4148,4/10/2018,Ivory Coast,Morocco,0,0,African Championship qualification
4149,4/10/2018,Gambia,Burkina Faso,2,1,African Championship qualification
4150,4/10/2018,Eswatini,Lesotho,1,2,African Championship qualification
4151,6/10/2018,Ethiopia,Algeria,2,3,African Championship qualification
4152,6/10/2018,Mali,Ivory Coast,0,0,African Championship qualification
4153,6/10/2018,South Africa,Lesotho,6,0,African Championship qualification
4154,6/10/2018,Zimbabwe,Zambia,1,2,African Championship qualification
4155,4/10/2018,South Korea,Japan,0,0,AFC Asian Cup
4156,4/10/2018,Vietnam,Australia,0,8,AFC Asian Cup
4157,4/11/2018,Ecuador,Bolivia,0,1,Copa América
4158,4/11/2018,Brazil,Venezuela,4,0,Copa América
4159,4/12/2018,Paraguay,Uruguay,2,1,Copa América
4160,4/12/2018,Chile,Peru,5,0,Copa América
4161,4/12/2018,Jordan,China PR,1,8,AFC Asian Cup
4162,4/12/2018,Thailand,Philippines,3,1,AFC Asian Cup
4163,4/13/2018,Argentina,Venezuela,2,0,Copa América
4164,4/13/2018,Bolivia,Brazil,0,7,Copa América
4165,4/13/2018,Japan,Australia,1,1,AFC Asian Cup
4166,4/13/2018,South Korea,Vietnam,4,0,AFC Asian Cup
4167,4/16/2018,Colombia,Argentina,1,3,Copa América
4168,4/16/2018,Chile,Brazil,1,3,Copa América
4169,4/16/2018,Philippines,South Korea,0,5,AFC Asian Cup
4170,4/17/2018,Australia,Thailand,2,2,AFC Asian Cup
4171,4/17/2018,China PR,Japan,1,3,AFC Asian Cup
4172,4/19/2018,Brazil,Argentina,3,0,Copa América
4173,4/19/2018,Chile,Colombia,0,0,Copa América
4174,4/20/2018,China PR,Thailand,3,1,AFC Asian Cup
4175,4/20/2018,Japan,Australia,1,0,AFC Asian Cup
4176,4/22/2018,Chile,Argentina,4,0,Copa América
4177,4/22/2018,Brazil,Colombia,3,0,Copa América
4178,5/7/2018,Cuba,Aruba,11,0,CONCACAF Gold Cup qualification
4179,5/9/2018,Anguilla,Aruba,1,2,CONCACAF Gold Cup qualification
4180,5/9/2018,Cuba,Puerto Rico,2,2,CONCACAF Gold Cup qualification
4181,5/9/2018,Jamaica,Guadeloupe,13,0,CONCACAF Gold Cup qualification
4182,5/9/2018,Haiti,Martinique,2,0,CONCACAF Gold Cup qualification
4183,5/11/2018,Aruba,Puerto Rico,0,5,CONCACAF Gold Cup qualification
4184,5/11/2018,Dominican Republic,Anguilla,3,0,CONCACAF Gold Cup qualification
4185,5/11/2018,Martinique,Jamaica,0,3,CONCACAF Gold Cup qualification
4186,5/11/2018,Haiti,Guadeloupe,11,0,CONCACAF Gold Cup qualification
4187,5/13/2018,Anguilla,Cuba,0,4,CONCACAF Gold Cup qualification
4188,5/13/2018,Dominican Republic,Aruba,3,0,CONCACAF Gold Cup qualification
4189,5/13/2018,Guadeloupe,Martinique,0,3,CONCACAF Gold Cup qualification
4190,5/13/2018,Haiti,Jamaica,2,2,CONCACAF Gold Cup qualification
4191,5/19/2018,Dominica,Saint Kitts and Nevis,1,2,CONCACAF Gold Cup qualification
4192,5/19/2018,Trinidad and Tobago,U.S. Virgin Islands,10,0,CONCACAF Gold Cup qualification
4193,5/21/2018,U.S. Virgin Islands,Grenada,3,0,CONCACAF Gold Cup qualification
4194,5/21/2018,Trinidad and Tobago,Dominica,3,0,CONCACAF Gold Cup qualification
4195,5/23/2018,Saint Kitts and Nevis,Grenada,10,0,CONCACAF Gold Cup qualification
4196,5/23/2018,U.S. Virgin Islands,Dominica,0,3,CONCACAF Gold Cup qualification
4197,5/23/2018,Saint Lucia,Curaçao,2,1,CONCACAF Gold Cup qualification
4198,5/23/2018,Antigua and Barbuda,Saint Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification
4199,5/23/2018,Barbados,Suriname,2,1,CONCACAF Gold Cup qualification
4200,5/23/2018,Guyana,Bermuda,2,2,CONCACAF Gold Cup qualification
4201,5/25/2018,Grenada,Dominica,1,1,CONCACAF Gold Cup qualification
4202,5/25/2018,Trinidad and Tobago,Saint Kitts and Nevis,1,1,CONCACAF Gold Cup qualification
4203,5/25/2018,Saint Vincent and the Grenadines,Saint Lucia,1,2,CONCACAF Gold Cup qualification
4204,5/25/2018,Antigua and Barbuda,Curaçao,3,0,CONCACAF Gold Cup qualification
4205,5/25/2018,Bermuda,Barbados,3,2,CONCACAF Gold Cup qualification
4206,5/25/2018,Guyana,Suriname,6,1,CONCACAF Gold Cup qualification
4207,5/27/2018,Saint Kitts and Nevis,U.S. Virgin Islands,7,0,CONCACAF Gold Cup qualification
4208,5/27/2018,Trinidad and Tobago,Grenada,13,0,CONCACAF Gold Cup qualification
4209,5/27/2018,Curaçao,Saint Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification
4210,5/27/2018,Antigua and Barbuda,Saint Lucia,1,0,CONCACAF Gold Cup qualification
4211,5/27/2018,Suriname,Bermuda,0,1,CONCACAF Gold Cup qualification
4212,5/27/2018,Guyana,Barbados,0,0,CONCACAF Gold Cup qualification
4213,6/11/2018,Nigeria,Gambia,6,0,African Championship qualification
4214,6/7/2018,Wales,Bosnia and Herzegovina,1,0,FIFA World Cup qualification
4215,6/7/2018,Scotland,Belarus,2,1,FIFA World Cup qualification
4216,6/7/2018,Sweden,Croatia,4,0,FIFA World Cup qualification
4217,6/7/2018,Faroe Islands,Slovenia,0,4,FIFA World Cup qualification
4218,6/7/2018,Spain,Israel,2,0,FIFA World Cup qualification
4219,6/8/2018,United States,China PR,1,0,Friendly
4220,6/8/2018,Russia,England,1,3,FIFA World Cup qualification
4221,6/8/2018,Republic of Ireland,Norway,0,2,FIFA World Cup qualification
4222,6/8/2018,Northern Ireland,Netherlands,0,5,FIFA World Cup qualification
4223,6/8/2018,Ukraine,Denmark,1,5,FIFA World Cup qualification
4224,6/8/2018,Italy,Portugal,3,0,FIFA World Cup qualification
4225,6/8/2018,Finland,Austria,0,2,FIFA World Cup qualification
4226,6/10/2018,Moldova,Belgium,0,7,FIFA World Cup qualification
4227,6/11/2018,Iceland,Slovenia,2,0,FIFA World Cup qualification
4228,6/12/2018,Bosnia and Herzegovina,Kazakhstan,0,2,FIFA World Cup qualification
4229,6/12/2018,Wales,Russia,3,0,FIFA World Cup qualification
4230,6/12/2018,Poland,Scotland,2,3,FIFA World Cup qualification
4231,6/12/2018,Belarus,Switzerland,0,5,FIFA World Cup qualification
4232,6/12/2018,Norway,Republic of Ireland,1,0,FIFA World Cup qualification
4233,6/12/2018,Netherlands,Slovakia,1,0,FIFA World Cup qualification
4234,6/12/2018,Denmark,Hungary,5,1,FIFA World Cup qualification
4235,6/12/2018,Ukraine,Sweden,1,0,FIFA World Cup qualification
4236,6/12/2018,Czech Republic,Faroe Islands,4,1,FIFA World Cup qualification
4237,6/12/2018,Romania,Portugal,1,1,FIFA World Cup qualification
4238,6/12/2018,Serbia,Finland,0,2,FIFA World Cup qualification
4239,6/12/2018,Israel,Austria,0,6,FIFA World Cup qualification
4240,6/13/2018,United States,China PR,2,1,Friendly
4241,7/26/2018,Brazil,Australia,1,3,Tournament of Nations
4242,7/26/2018,United States,Japan,4,2,Tournament of Nations
4243,7/29/2018,Japan,Brazil,1,2,Tournament of Nations
4244,7/29/2018,United States,Australia,1,1,Tournament of Nations
4245,8/2/2018,Australia,Japan,2,0,Tournament of Nations
4246,8/2/2018,United States,Brazil,4,1,Tournament of Nations
4247,8/24/2018,American Samoa,Solomon Islands,0,2,OFC Nations Cup qualification
4248,8/24/2018,Fiji,Vanuatu,5,1,OFC Nations Cup qualification
4249,8/25/2018,Cuba,Trinidad and Tobago,2,3,CONCACAF Gold Cup qualification
4250,8/25/2018,Jamaica,Antigua and Barbuda,9,0,CONCACAF Gold Cup qualification
4251,8/27/2018,Vanuatu,American Samoa,1,0,OFC Nations Cup qualification
4252,8/27/2018,Fiji,Solomon Islands,0,0,OFC Nations Cup qualification
4253,8/27/2018,Panama,Nicaragua,4,0,CONCACAF Gold Cup qualification
4254,8/27/2018,Costa Rica,El Salvador,11,0,CONCACAF Gold Cup qualification
4255,8/27/2018,Antigua and Barbuda,Cuba,0,7,CONCACAF Gold Cup qualification
4256,8/27/2018,Jamaica,Bermuda,4,0,CONCACAF Gold Cup qualification
4257,8/29/2018,Costa Rica,Nicaragua,4,1,CONCACAF Gold Cup qualification
4258,8/29/2018,El Salvador,Panama,2,6,CONCACAF Gold Cup qualification
4259,8/29/2018,Trinidad and Tobago,Antigua and Barbuda,5,0,CONCACAF Gold Cup qualification
4260,8/29/2018,Cuba,Bermuda,2,0,CONCACAF Gold Cup qualification
4261,8/30/2018,Solomon Islands,Vanuatu,0,1,OFC Nations Cup qualification
4262,8/30/2018,Fiji,American Samoa,2,0,OFC Nations Cup qualification
4263,8/30/2018,Russia,Kazakhstan,3,0,FIFA World Cup qualification
4264,8/30/2018,Scotland,Switzerland,2,1,FIFA World Cup qualification
4265,8/30/2018,Sweden,Ukraine,3,0,FIFA World Cup qualification
4266,8/30/2018,Denmark,Croatia,1,1,FIFA World Cup qualification
4267,8/30/2018,Moldova,Portugal,0,7,FIFA World Cup qualification
4268,8/31/2018,El Salvador,Nicaragua,2,2,CONCACAF Gold Cup qualification
4269,8/31/2018,Costa Rica,Panama,3,1,CONCACAF Gold Cup qualification
4270,8/31/2018,Antigua and Barbuda,Bermuda,0,5,CONCACAF Gold Cup qualification
4271,8/31/2018,Jamaica,Trinidad and Tobago,4,1,CONCACAF Gold Cup qualification
4272,8/31/2018,Wales,England,0,3,FIFA World Cup qualification
4273,8/31/2018,Belarus,Poland,1,4,FIFA World Cup qualification
4274,8/31/2018,Republic of Ireland,Northern Ireland,4,0,FIFA World Cup qualification
4275,8/31/2018,Slovakia,Norway,0,4,FIFA World Cup qualification
4276,8/31/2018,Czech Republic,Slovenia,2,0,FIFA World Cup qualification
4277,8/31/2018,Romania,Belgium,0,1,FIFA World Cup qualification
4278,8/31/2018,Spain,Finland,5,1,FIFA World Cup qualification
4279,9/1/2018,United States,Chile,3,0,Friendly
4280,9/1/2018,Iceland,Germany,0,2,FIFA World Cup qualification
4281,9/2/2018,Bermuda,Trinidad and Tobago,0,3,CONCACAF Gold Cup qualification
4282,9/2/2018,Jamaica,Cuba,6,1,CONCACAF Gold Cup qualification
4283,9/4/2018,Russia,Bosnia and Herzegovina,3,0,FIFA World Cup qualification
4284,9/4/2018,Kazakhstan,England,0,6,FIFA World Cup qualification
4285,9/4/2018,Poland,Switzerland,0,0,FIFA World Cup qualification
4286,9/4/2018,Albania,Scotland,1,2,FIFA World Cup qualification
4287,9/4/2018,Norway,Netherlands,2,1,FIFA World Cup qualification
4288,9/4/2018,Northern Ireland,Slovakia,0,1,FIFA World Cup qualification
4289,9/4/2018,Denmark,Sweden,0,1,FIFA World Cup qualification
4290,9/4/2018,Ukraine,Hungary,2,0,FIFA World Cup qualification
4291,9/4/2018,Iceland,Czech Republic,1,1,FIFA World Cup qualification
4292,9/4/2018,Faroe Islands,Germany,0,8,FIFA World Cup qualification
4293,9/4/2018,Belgium,Italy,2,1,FIFA World Cup qualification
4294,9/4/2018,Portugal,Romania,5,1,FIFA World Cup qualification
4295,9/4/2018,Austria,Finland,4,1,FIFA World Cup qualification
4296,9/4/2018,Spain,Serbia,3,0,FIFA World Cup qualification
4297,9/5/2018,United States,Chile,4,0,Friendly
4298,10/4/2018,Trinidad and Tobago,Panama,0,3,CONCACAF Gold Cup
4299,10/4/2018,United States,Mexico,6,0,CONCACAF Gold Cup
4300,5/10/2018,Puerto Rico,Anguilla,10,0,CONCACAF Gold Cup qualification
4301,5/10/2018,Dominican Republic,Cuba,1,5,CONCACAF Gold Cup qualification
4302,10/5/2018,Costa Rica,Cuba,8,0,CONCACAF Gold Cup
4303,10/5/2018,Canada,Jamaica,2,0,CONCACAF Gold Cup
4304,10/5/2018,Netherlands,Denmark,2,0,FIFA World Cup qualification
4305,10/5/2018,Belgium,Switzerland,2,2,FIFA World Cup qualification
4306,10/7/2018,United States,Panama,5,0,CONCACAF Gold Cup
4307,10/7/2018,Mexico,Trinidad and Tobago,4,1,CONCACAF Gold Cup
4308,10/8/2018,Jamaica,Costa Rica,1,0,CONCACAF Gold Cup
4309,10/8/2018,Cuba,Canada,0,12,CONCACAF Gold Cup
4310,10/9/2018,Denmark,Netherlands,1,2,FIFA World Cup qualification
4311,10/9/2018,Switzerland,Belgium,1,1,FIFA World Cup qualification
4312,10/10/2018,Panama,Mexico,2,0,CONCACAF Gold Cup
4313,10/10/2018,United States,Trinidad and Tobago,7,0,CONCACAF Gold Cup
4314,10/11/2018,Cuba,Jamaica,0,9,CONCACAF Gold Cup
4315,10/11/2018,Costa Rica,Canada,1,3,CONCACAF Gold Cup
4316,10/14/2018,Panama,Canada,0,7,CONCACAF Gold Cup
4317,10/14/2018,United States,Jamaica,6,0,CONCACAF Gold Cup
4318,10/17/2018,Panama,Jamaica,2,2,CONCACAF Gold Cup
4319,10/17/2018,United States,Canada,2,0,CONCACAF Gold Cup
4320,11/8/2018,Portugal,United States,0,1,Friendly
4321,11/8/2018,Argentina,Panama,4,0,FIFA World Cup qualification
4322,11/9/2018,Netherlands,Switzerland,3,0,FIFA World Cup qualification
4323,11/13/2018,Switzerland,Netherlands,1,1,FIFA World Cup qualification
4324,11/13/2018,Panama,Argentina,1,1,FIFA World Cup qualification
4325,11/14/2018,Scotland,United States,0,1,Friendly
4326,11/17/2018,Ghana,Algeria,1,0,African Cup of Nations
4327,11/17/2018,Mali,Cameroon,1,2,African Cup of Nations
4328,11/18/2018,Nigeria,South Africa,0,1,African Cup of Nations
4329,11/18/2018,Zambia,Equatorial Guinea,5,0,African Cup of Nations
4330,11/18/2018,Samoa,Papua New Guinea,0,5,OFC Nations Cup
4331,11/18/2018,New Caledonia,Tahiti,4,2,OFC Nations Cup
4332,11/19/2018,New Zealand,Tonga,11,0,OFC Nations Cup
4333,11/19/2018,Cook Islands,Fiji,0,3,OFC Nations Cup
4334,11/20/2018,Ghana,Mali,1,2,African Cup of Nations
4335,11/20/2018,Cameroon,Algeria,3,0,African Cup of Nations
4336,11/21/2018,Nigeria,Zambia,4,0,African Cup of Nations
4337,11/21/2018,Equatorial Guinea,South Africa,1,7,African Cup of Nations
4338,11/21/2018,Tahiti,Samoa,5,5,OFC Nations Cup
4339,11/21/2018,New Caledonia,Papua New Guinea,2,6,OFC Nations Cup
4340,11/22/2018,Tonga,Fiji,0,12,OFC Nations Cup
4341,11/22/2018,New Zealand,Cook Islands,6,0,OFC Nations Cup
4342,11/23/2018,Ghana,Cameroon,1,1,African Cup of Nations
4343,11/23/2018,Algeria,Mali,2,3,African Cup of Nations
4344,11/24/2018,Equatorial Guinea,Nigeria,0,6,African Cup of Nations
4345,11/24/2018,South Africa,Zambia,1,1,African Cup of Nations
4346,11/24/2018,Papua New Guinea,Tahiti,3,1,OFC Nations Cup
4347,11/24/2018,New Caledonia,Samoa,2,0,OFC Nations Cup
4348,11/25/2018,Tonga,Cook Islands,1,0,OFC Nations Cup
4349,11/25/2018,Fiji,New Zealand,0,10,OFC Nations Cup
4350,11/27/2018,Cameroon,Nigeria,0,0,African Cup of Nations
4351,11/27/2018,South Africa,Mali,2,0,African Cup of Nations
4352,11/28/2018,Papua New Guinea,Fiji,1,5,OFC Nations Cup
4353,11/28/2018,New Caledonia,New Zealand,0,8,OFC Nations Cup
4354,11/30/2018,Cameroon,Mali,4,2,African Cup of Nations
4355,12/1/2018,Nigeria,South Africa,0,0,African Cup of Nations
4356,12/1/2018,New Caledonia,Papua New Guinea,1,7,OFC Nations Cup
4357,12/1/2018,Fiji,New Zealand,0,8,OFC Nations Cup
4358,1/17/2019,South Korea,Romania,3,0,Four Nations Tournament
4359,1/17/2019,China PR,Nigeria,3,0,Four Nations Tournament
4360,1/20/2019,France,United States,3,1,Friendly
4361,1/20/2019,Romania,Nigeria,1,4,Four Nations Tournament
4362,1/20/2019,China PR,South Korea,1,0,Four Nations Tournament
4363,1/23/2019,Spain,United States,0,1,Friendly
4364,2/27/2019,Canada,Iceland,0,0,Algarve Cup
4365,2/27/2019,Spain,Netherlands,2,0,Algarve Cup
4366,2/27/2019,Norway,Denmark,2,1,Algarve Cup
4367,2/27/2019,Sweden,Switzerland,4,1,Algarve Cup
4368,2/27/2019,United States,Japan,2,2,SheBelieves Cup
4369,2/27/2019,England,Brazil,2,1,SheBelieves Cup
4370,2/27/2019,South Africa,Finland,2,2,Cyprus Cup
4371,2/27/2019,North Korea,Czech Republic,4,2,Cyprus Cup
4372,2/27/2019,Mexico,Italy,0,5,Cyprus Cup
4373,2/27/2019,Thailand,Hungary,4,0,Cyprus Cup
4374,2/27/2019,Belgium,Slovakia,3,0,Cyprus Cup
4375,2/27/2019,Nigeria,Austria,1,4,Cyprus Cup
4376,3/1/2019,Scotland,Canada,0,1,Algarve Cup
4377,3/1/2019,Poland,Spain,3,0,Algarve Cup
4378,3/1/2019,China PR,Norway,1,3,Algarve Cup
4379,3/1/2019,Portugal,Sweden,2,1,Algarve Cup
4380,3/1/2019,Finland,Czech Republic,1,2,Cyprus Cup
4381,3/1/2019,South Africa,North Korea,1,4,Cyprus Cup
4382,3/1/2019,Thailand,Mexico,1,2,Cyprus Cup
4383,3/1/2019,Hungary,Italy,0,3,Cyprus Cup
4384,3/1/2019,Slovakia,Nigeria,3,4,Cyprus Cup
4385,3/1/2019,Austria,Belgium,0,0,Cyprus Cup
4386,3/2/2019,Brazil,Japan,1,3,SheBelieves Cup
4387,3/2/2019,United States,England,2,2,SheBelieves Cup
4388,3/4/2019,Iceland,Scotland,1,4,Algarve Cup
4389,3/4/2019,Netherlands,Poland,0,1,Algarve Cup
4390,3/4/2019,Denmark,China PR,1,0,Algarve Cup
4391,3/4/2019,Portugal,Switzerland,1,3,Algarve Cup
4392,3/4/2019,Czech Republic,South Africa,2,1,Cyprus Cup
4393,3/4/2019,Finland,North Korea,0,1,Cyprus Cup
4394,3/4/2019,Italy,Thailand,4,1,Cyprus Cup
4395,3/4/2019,Mexico,Hungary,3,3,Cyprus Cup
4396,3/4/2019,Slovakia,Austria,0,1,Cyprus Cup
4397,3/4/2019,Nigeria,Belgium,0,1,Cyprus Cup
4398,3/5/2019,Japan,England,0,3,SheBelieves Cup
4399,3/5/2019,United States,Brazil,1,0,SheBelieves Cup
4400,3/6/2019,China PR,Netherlands,1,1,Algarve Cup
4401,3/6/2019,Portugal,Iceland,1,4,Algarve Cup
4402,3/6/2019,Switzerland,Spain,0,2,Algarve Cup
4403,3/6/2019,Scotland,Denmark,1,0,Algarve Cup
4404,3/6/2019,Canada,Sweden,0,0,Algarve Cup
4405,3/6/2019,Poland,Norway,0,3,Algarve Cup
4406,3/6/2019,Slovakia,Hungary,2,3,Cyprus Cup
4407,3/6/2019,Finland,South Africa,3,0,Cyprus Cup
4408,3/6/2019,Nigeria,Thailand,3,0,Cyprus Cup
4409,3/6/2019,Czech Republic,Mexico,1,2,Cyprus Cup
4410,3/6/2019,Austria,Belgium,0,0,Cyprus Cup
4411,3/6/2019,North Korea,Italy,3,3,Cyprus Cup
4412,4/5/2019,United States,Australia,5,3,Friendly
4413,4/8/2019,United States,Belgium,6,0,Friendly
4414,5/13/2019,United States,South Africa,3,0,Friendly
4415,5/17/2019,United States,New Zealand,5,0,Friendly
4416,5/26/2019,United States,Mexico,3,0,Friendly
4417,6/7/2019,France,South Korea,4,0,FIFA World Cup
4418,6/8/2019,Norway,Nigeria,3,0,FIFA World Cup
4419,6/8/2019,Germany,China PR,1,0,FIFA World Cup
4420,6/8/2019,Spain,South Africa,3,1,FIFA World Cup
4421,6/9/2019,Australia,Italy,1,2,FIFA World Cup
4422,6/9/2019,Brazil,Jamaica,3,0,FIFA World Cup
4423,6/9/2019,England,Scotland,2,1,FIFA World Cup
4424,6/10/2019,Argentina,Japan,0,0,FIFA World Cup
4425,6/10/2019,Canada,Cameroon,1,0,FIFA World Cup
4426,6/11/2019,New Zealand,Netherlands,0,1,FIFA World Cup
4427,6/11/2019,Chile,Sweden,0,2,FIFA World Cup
4428,6/11/2019,United States,Thailand,13,0,FIFA World Cup
4429,6/12/2019,Nigeria,South Korea,2,0,FIFA World Cup
4430,6/12/2019,France,Norway,2,1,FIFA World Cup
4431,6/12/2019,Germany,Spain,1,0,FIFA World Cup
4432,6/13/2019,South Africa,China PR,0,1,FIFA World Cup
4433,6/13/2019,Australia,Brazil,3,2,FIFA World Cup
4434,6/14/2019,Jamaica,Italy,0,5,FIFA World Cup
4435,6/14/2019,Japan,Scotland,2,1,FIFA World Cup
4436,6/14/2019,England,Argentina,1,0,FIFA World Cup
4437,6/15/2019,Netherlands,Cameroon,3,1,FIFA World Cup
4438,6/15/2019,Canada,New Zealand,2,0,FIFA World Cup
4439,6/16/2019,Sweden,Thailand,5,1,FIFA World Cup
4440,6/16/2019,United States,Chile,3,0,FIFA World Cup
4441,6/17/2019,France,Nigeria,1,0,FIFA World Cup
4442,6/17/2019,South Korea,Norway,1,2,FIFA World Cup
4443,6/17/2019,South Africa,Germany,0,4,FIFA World Cup
4444,6/17/2019,China PR,Spain,0,0,FIFA World Cup
4445,6/18/2019,Jamaica,Australia,1,4,FIFA World Cup
4446,6/18/2019,Italy,Brazil,0,1,FIFA World Cup
4447,6/19/2019,Japan,England,0,2,FIFA World Cup
4448,6/19/2019,Scotland,Argentina,3,3,FIFA World Cup
4449,6/20/2019,Netherlands,Canada,2,1,FIFA World Cup
4450,6/20/2019,Cameroon,New Zealand,2,1,FIFA World Cup
4451,6/20/2019,Sweden,United States,0,2,FIFA World Cup
4452,6/20/2019,Thailand,Chile,0,2,FIFA World Cup
4453,6/20/2019,Montenegro,Greece,0,4,UEFA Euro qualification
4454,6/22/2019,Germany,Nigeria,3,0,FIFA World Cup
4455,6/22/2019,Norway,Australia,1,1,FIFA World Cup
4456,6/23/2019,England,Cameroon,3,0,FIFA World Cup
4457,6/23/2019,France,Brazil,2,1,FIFA World Cup
4458,6/24/2019,Spain,United States,1,2,FIFA World Cup
4459,6/24/2019,Sweden,Canada,1,0,FIFA World Cup
4460,6/25/2019,Italy,China PR,2,0,FIFA World Cup
4461,6/25/2019,Netherlands,Japan,2,1,FIFA World Cup
4462,6/27/2019,Norway,England,0,3,FIFA World Cup
4463,6/28/2019,France,United States,1,2,FIFA World Cup
4464,6/29/2019,Italy,Netherlands,0,2,FIFA World Cup
4465,6/29/2019,Germany,Sweden,1,2,FIFA World Cup
4466,7/2/2019,England,United States,1,2,FIFA World Cup
4467,7/3/2019,Netherlands,Sweden,1,0,FIFA World Cup
4468,7/6/2019,England,Sweden,1,2,FIFA World Cup
4469,7/7/2019,United States,Netherlands,2,0,FIFA World Cup
4470,7/20/2019,Malta,Israel,1,1,UEFA Euro qualification
4471,7/20/2019,Azerbaijan,Czech Republic,0,4,UEFA Euro qualification
4472,7/20/2019,Finland,Cyprus,4,0,UEFA Euro qualification
4473,8/4/2019,United States,Republic of Ireland,3,0,Friendly
4474,8/20/2019,Turkey,Netherlands,0,8,UEFA Euro qualification
4475,8/20/2019,Italy,Georgia,6,0,UEFA Euro qualification
4476,8/20/2019,Albania,Scotland,0,5,UEFA Euro qualification
4477,8/20/2019,Slovakia,Hungary,0,0,UEFA Euro qualification
4478,8/20/2019,North Macedonia,Austria,0,3,UEFA Euro qualification
4479,8/20/2019,Romania,Lithuania,3,0,UEFA Euro qualification
4480,8/20/2019,Croatia,Belgium,1,4,UEFA Euro qualification
4481,8/20/2019,Norway,Northern Ireland,6,0,UEFA Euro qualification
4482,8/29/2019,Israel,Italy,2,3,UEFA Euro qualification
4483,8/29/2019,Denmark,Malta,8,0,UEFA Euro qualification
4484,8/29/2019,Iceland,Hungary,4,1,UEFA Euro qualification
4485,8/29/2019,Lithuania,Croatia,1,2,UEFA Euro qualification
4486,8/29/2019,Faroe Islands,Wales,0,6,UEFA Euro qualification
4487,8/30/2019,United States,Portugal,4,0,Friendly
4488,8/30/2019,Estonia,Netherlands,0,7,UEFA Euro qualification
4489,8/30/2019,Slovenia,Russia,0,1,UEFA Euro qualification
4490,8/30/2019,Kosovo,Turkey,2,0,UEFA Euro qualification
4491,8/30/2019,Bosnia and Herzegovina,Georgia,7,1,UEFA Euro qualification
4492,8/30/2019,Moldova,Czech Republic,0,7,UEFA Euro qualification
4493,8/30/2019,Scotland,Cyprus,8,0,UEFA Euro qualification
