,date,home_team,away_team,home_score,away_score,tournament
54,1/18/1980,India S,Malaysia,0,0,AFC Championship
55,1/19/1980,Taiwan,Western Australia,5,0,AFC Championship
56,1/19/1980,India S,Hong Kong,3,1,AFC Championship
57,1/20/1980,India S,Taiwan,0,2,AFC Championship
58,6/7/1981,Hong Kong,Philippines,2,0,AFC Championship
59,6/7/1981,Taiwan,Japan,1,0,AFC Championship
60,6/8/1981,India,Singapore,5,0,AFC Championship
61,6/8/1981,Thailand,Indonesia,3,0,AFC Championship
62,6/10/1981,Hong Kong,Singapore,1,0,AFC Championship
63,6/10/1981,India,Philippines,8,0,AFC Championship
64,6/11/1981,Taiwan,Indonesia,10,0,AFC Championship
65,6/11/1981,Thailand,Japan,2,0,AFC Championship
66,6/12/1981,Hong Kong,India,0,0,AFC Championship
67,6/12/1981,Singapore,Philippines,4,1,AFC Championship
68,6/13/1981,Taiwan,Thailand,3,0,AFC Championship
69,6/13/1981,Japan,Indonesia,1,0,AFC Championship
70,6/15/1981,Thailand,India,1,0,AFC Championship
71,6/15/1981,Hong Kong,Taiwan,0,1,AFC Championship
72,6/17/1981,Hong Kong,India,0,2,AFC Championship
73,6/17/1981,Thailand,Taiwan,0,5,AFC Championship
74,8/18/1982,Finland,Sweden,0,6,UEFA Euro qualification
75,8/28/1982,Norway,Iceland,2,2,UEFA Euro qualification
76,9/4/1982,Northern Ireland,Scotland,1,2,UEFA Euro qualification
77,9/9/1982,Iceland,Sweden,0,6,UEFA Euro qualification
78,9/15/1982,Finland,Norway,0,3,UEFA Euro qualification
79,9/19/1982,England,Northern Ireland,7,1,UEFA Euro qualification
80,9/19/1982,Scotland,Republic of Ireland,3,0,UEFA Euro qualification
81,9/25/1982,Belgium,Netherlands,3,2,UEFA Euro qualification
82,9/29/1982,Sweden,Norway,2,0,UEFA Euro qualification
83,10/2/1982,Northern Ireland,Republic of Ireland,1,2,UEFA Euro qualification
84,10/3/1982,Scotland,England,0,4,UEFA Euro qualification
85,10/10/1982,Switzerland,Portugal,2,0,UEFA Euro qualification
86,10/13/1982,Netherlands,Denmark,2,1,UEFA Euro qualification
87,10/30/1982,France,Italy,1,0,UEFA Euro qualification
88,11/6/1982,Denmark,Belgium,1,0,UEFA Euro qualification
89,11/7/1982,Republic of Ireland,England,0,1,UEFA Euro qualification
90,11/14/1982,Italy,Portugal,3,0,UEFA Euro qualification
91,12/4/1982,Portugal,France,0,0,UEFA Euro qualification
92,2/12/1983,France,Portugal,2,0,UEFA Euro qualification
93,3/5/1983,Germany,Belgium,1,1,UEFA Euro qualification
94,3/18/1983,Republic of Ireland,Scotland,1,1,UEFA Euro qualification
95,3/19/1983,Netherlands,Germany,2,2,UEFA Euro qualification
96,4/3/1983,Portugal,Switzerland,1,1,UEFA Euro qualification
97,4/10/1983,Thailand,Malaysia,8,0,AFC Championship
98,4/10/1983,India,Philippines,5,0,AFC Championship
99,4/10/1983,Singapore,Hong Kong,2,0,AFC Championship
100,4/11/1983,Thailand,Singapore,3,0,AFC Championship
101,4/11/1983,India,Hong Kong,1,0,AFC Championship
102,4/11/1983,Malaysia,Philippines,1,0,AFC Championship
103,4/12/1983,Singapore,Philippines,5,0,AFC Championship
104,4/12/1983,Thailand,Hong Kong,4,0,AFC Championship
105,4/12/1983,India,Malaysia,3,0,AFC Championship
106,4/14/1983,Singapore,Malaysia,5,1,AFC Championship
107,4/14/1983,Philippines,Hong Kong,2,0,AFC Championship
108,4/14/1983,Thailand,India,2,1,AFC Championship
109,4/15/1983,Thailand,Philippines,5,0,AFC Championship
110,4/15/1983,Malaysia,Hong Kong,5,0,AFC Championship
111,4/15/1983,India,Singapore,1,0,AFC Championship
112,4/17/1983,Scotland,Northern Ireland,3,0,UEFA Euro qualification
113,4/17/1983,Malaysia,Singapore,0,0,AFC Championship
114,4/17/1983,Thailand,India,3,0,AFC Championship
115,4/23/1983,Netherlands,Belgium,5,0,UEFA Euro qualification
116,4/24/1983,Italy,France,3,0,UEFA Euro qualification
117,4/30/1983,Germany,Denmark,1,1,UEFA Euro qualification
118,5/7/1983,France,Switzerland,1,1,UEFA Euro qualification
119,5/14/1983,Northern Ireland,England,0,4,UEFA Euro qualification
120,5/22/1983,England,Scotland,2,0,UEFA Euro qualification
121,5/23/1983,Switzerland,Italy,0,2,UEFA Euro qualification
122,6/8/1983,Sweden,Finland,5,0,UEFA Euro qualification
123,6/24/1983,Portugal,Italy,0,2,UEFA Euro qualification
124,7/30/1983,Iceland,Norway,0,1,UEFA Euro qualification
125,8/18/1983,Norway,Finland,3,0,UEFA Euro qualification
126,8/19/1983,Belgium,Denmark,2,2,UEFA Euro qualification
127,8/21/1983,Iceland,Finland,0,2,UEFA Euro qualification
128,8/24/1983,Sweden,Iceland,5,0,UEFA Euro qualification
129,8/27/1983,Finland,Iceland,3,0,UEFA Euro qualification
130,9/11/1983,England,Republic of Ireland,6,0,UEFA Euro qualification
131,9/17/1983,Italy,Switzerland,2,0,UEFA Euro qualification
132,9/24/1983,Norway,Sweden,1,2,UEFA Euro qualification
133,9/24/1983,Denmark,Germany,1,0,UEFA Euro qualification
134,10/8/1983,Germany,Netherlands,1,1,UEFA Euro qualification
135,10/22/1983,Belgium,Germany,1,1,UEFA Euro qualification
136,10/23/1983,Republic of Ireland,Northern Ireland,3,2,UEFA Euro qualification
137,10/29/1983,Switzerland,France,0,0,UEFA Euro qualification
138,10/29/1983,Denmark,Netherlands,2,0,UEFA Euro qualification
139,11/28/1983,New Caledonia,Fiji,2,0,OFC Championship
140,11/28/1983,New Zealand,Australia,0,0,OFC Championship
141,11/30/1983,New Caledonia,Australia,0,5,OFC Championship
142,11/30/1983,New Zealand,Fiji,15,1,OFC Championship
143,12/2/1983,Australia,Fiji,13,0,OFC Championship
144,12/2/1983,New Caledonia,New Zealand,0,6,OFC Championship
145,12/4/1983,New Zealand,Australia,3,2,OFC Championship
146,4/8/1984,England,Denmark,2,1,UEFA Euro
147,4/8/1984,Italy,Sweden,2,3,UEFA Euro
148,4/28/1984,Denmark,England,0,1,UEFA Euro
149,4/28/1984,Sweden,Italy,2,1,UEFA Euro
150,5/12/1984,Sweden,England,1,0,UEFA Euro
151,5/27/1984,England,Sweden,1,0,UEFA Euro
152,9/26/1984,Finland,Norway,0,0,UEFA Euro qualification
153,10/3/1984,Germany,Finland,1,0,UEFA Euro qualification
154,10/24/1984,Denmark,Finland,1,1,UEFA Euro qualification
155,3/16/1985,Netherlands,France,1,0,UEFA Euro qualification
156,3/17/1985,England,Scotland,4,0,UEFA Euro qualification
157,4/27/1985,Hungary,Spain,1,0,UEFA Euro qualification
158,5/1/1985,Denmark,Germany,3,0,UEFA Euro qualification
159,5/4/1985,Belgium,France,3,1,UEFA Euro qualification
160,5/5/1985,Republic of Ireland,Northern Ireland,1,0,UEFA Euro qualification
161,5/11/1985,Finland,Denmark,0,2,UEFA Euro qualification
162,5/25/1985,Northern Ireland,England,1,7,UEFA Euro qualification
163,5/25/1985,France,Sweden,0,4,UEFA Euro qualification
164,5/25/1985,Hungary,Italy,2,3,UEFA Euro qualification
165,6/2/1985,Scotland,Republic of Ireland,2,1,UEFA Euro qualification
166,6/11/1985,Sweden,Netherlands,2,0,UEFA Euro qualification
167,6/25/1985,Spain,Switzerland,0,2,UEFA Euro qualification
168,9/7/1985,Germany,Norway,2,3,UEFA Euro qualification
169,9/14/1985,Italy,Switzerland,3,0,UEFA Euro qualification
170,9/22/1985,Republic of Ireland,England,0,6,UEFA Euro qualification
171,9/28/1985,Belgium,Netherlands,1,3,UEFA Euro qualification
172,10/2/1985,Norway,Denmark,2,2,UEFA Euro qualification
173,10/5/1985,Finland,Germany,1,0,UEFA Euro qualification
174,10/9/1985,Sweden,Belgium,5,0,UEFA Euro qualification
175,10/12/1985,Switzerland,Hungary,1,2,UEFA Euro qualification
176,10/26/1985,France,Netherlands,3,5,UEFA Euro qualification
177,11/3/1985,Spain,Italy,2,3,UEFA Euro qualification
178,11/23/1985,Northern Ireland,Scotland,1,9,UEFA Euro qualification
179,3/15/1986,France,Belgium,3,1,UEFA Euro qualification
180,3/16/1986,England,Northern Ireland,10,0,UEFA Euro qualification
181,3/29/1986,New Zealand,Australia,0,1,OFC Championship
182,3/31/1986,Taiwan,Australia,1,0,OFC Championship
183,4/2/1986,New Zealand,Taiwan,1,2,OFC Championship
184,4/4/1986,Taiwan,Australia,4,1,OFC Championship
185,4/5/1986,Spain,Hungary,1,2,UEFA Euro qualification
186,4/27/1986,England,Republic of Ireland,4,0,UEFA Euro qualification
187,5/3/1986,Italy,Hungary,1,0,UEFA Euro qualification
188,5/17/1986,Sweden,France,1,0,UEFA Euro qualification
189,5/19/1986,Norway,Germany,0,0,UEFA Euro qualification
190,5/25/1986,Scotland,Northern Ireland,7,0,UEFA Euro qualification
191,6/10/1986,Switzerland,Spain,0,3,UEFA Euro qualification
192,8/30/1986,Northern Ireland,Republic of Ireland,0,1,UEFA Euro qualification
193,9/10/1986,Denmark,Norway,2,5,UEFA Euro qualification
194,9/20/1986,Netherlands,Belgium,3,0,UEFA Euro qualification
195,9/28/1986,Republic of Ireland,Scotland,1,5,UEFA Euro qualification
196,10/1/1986,Belgium,Sweden,1,2,UEFA Euro qualification
197,10/4/1986,Germany,Denmark,2,0,UEFA Euro qualification
198,10/4/1986,Norway,Finland,2,0,UEFA Euro qualification
199,10/11/1986,Hungary,Switzerland,1,1,UEFA Euro qualification
200,10/11/1986,Italy,Spain,1,1,UEFA Euro qualification
201,10/12/1986,Scotland,England,1,3,UEFA Euro qualification
202,10/18/1986,Netherlands,Sweden,2,0,UEFA Euro qualification
203,11/1/1986,Switzerland,Italy,1,2,UEFA Euro qualification
204,12/14/1986,China PR,Japan,2,0,AFC Championship
205,12/14/1986,Hong Kong,Nepal,1,0,AFC Championship
206,12/15/1986,Thailand,Indonesia,4,0,AFC Championship
207,12/16/1986,China PR,Malaysia,10,0,AFC Championship
208,12/17/1986,Thailand,Nepal,5,0,AFC Championship
209,12/17/1986,Hong Kong,Indonesia,0,1,AFC Championship
210,12/18/1986,Japan,Malaysia,10,0,AFC Championship
211,12/19/1986,Indonesia,Nepal,6,0,AFC Championship
212,12/19/1986,Hong Kong,Thailand,0,2,AFC Championship
213,12/21/1986,China PR,Indonesia,9,0,AFC Championship
214,12/21/1986,Thailand,Japan,0,4,AFC Championship
215,12/23/1986,Thailand,Indonesia,3,1,AFC Championship
216,12/23/1986,China PR,Japan,2,0,AFC Championship
217,6/11/1987,Norway,Italy,2,0,UEFA Euro
218,6/11/1987,Sweden,England,3,2,UEFA Euro
219,6/13/1987,Italy,England,2,1,UEFA Euro
220,6/14/1987,Norway,Sweden,2,1,UEFA Euro
221,9/10/1987,Finland,Norway,3,3,UEFA Euro qualification
222,9/30/1987,Sweden,Netherlands,0,0,UEFA Euro qualification
223,10/7/1987,Norway,Denmark,0,1,UEFA Euro qualification
224,10/7/1987,Hungary,Germany,0,1,UEFA Euro qualification
225,10/11/1987,Bulgaria,Spain,1,1,UEFA Euro qualification
226,10/18/1987,Belgium,Czechoslovakia,1,1,UEFA Euro qualification
227,10/24/1987,Belgium,France,0,2,UEFA Euro qualification
228,10/25/1987,Finland,England,1,2,UEFA Euro qualification
229,11/7/1987,Netherlands,Scotland,4,0,UEFA Euro qualification
230,11/8/1987,England,Denmark,2,1,UEFA Euro qualification
231,11/8/1987,Czechoslovakia,Spain,1,0,UEFA Euro qualification
232,11/14/1987,Hungary,Switzerland,7,1,UEFA Euro qualification
233,11/15/1987,Germany,Italy,3,0,UEFA Euro qualification
234,11/21/1987,France,Bulgaria,5,0,UEFA Euro qualification
235,11/29/1987,Republic of Ireland,Netherlands,0,1,UEFA Euro qualification
236,12/19/1987,Spain,Belgium,1,0,UEFA Euro qualification
237,3/6/1988,Spain,France,1,3,UEFA Euro qualification
238,3/12/1988,Netherlands,Republic of Ireland,2,0,UEFA Euro qualification
239,3/20/1988,Spain,Bulgaria,1,0,UEFA Euro qualification
240,4/2/1988,Italy,Germany,0,0,UEFA Euro qualification
241,4/2/1988,Czechoslovakia,Belgium,0,0,UEFA Euro qualification
242,4/3/1988,Republic of Ireland,Scotland,2,1,UEFA Euro qualification
243,4/9/1988,Bulgaria,Belgium,0,0,UEFA Euro qualification
244,4/24/1988,France,Spain,0,0,UEFA Euro qualification
245,4/24/1988,Bulgaria,Czechoslovakia,0,1,UEFA Euro qualification
246,4/30/1988,Italy,Hungary,5,1,UEFA Euro qualification
247,5/7/1988,Republic of Ireland,Sweden,1,1,UEFA Euro qualification
248,5/7/1988,France,Czechoslovakia,2,2,UEFA Euro qualification
249,5/8/1988,Denmark,England,2,0,UEFA Euro qualification
250,5/14/1988,Germany,Switzerland,0,0,UEFA Euro qualification
251,5/14/1988,Spain,Czechoslovakia,0,2,UEFA Euro qualification
252,5/22/1988,France,Belgium,0,0,UEFA Euro qualification
253,5/26/1988,Norway,Finland,0,2,UEFA Euro qualification
254,5/28/1988,Denmark,Finland,3,1,UEFA Euro qualification
255,6/11/1988,Switzerland,Hungary,3,0,UEFA Euro qualification
256,6/18/1988,Italy,Switzerland,5,0,UEFA Euro qualification
257,8/21/1988,Norway,England,2,0,UEFA Euro qualification
258,8/24/1988,Finland,Denmark,1,2,UEFA Euro qualification
259,9/4/1988,England,Finland,1,1,UEFA Euro qualification
260,9/4/1988,Denmark,Norway,3,2,UEFA Euro qualification
261,9/17/1988,Switzerland,Germany,0,10,UEFA Euro qualification
262,9/18/1988,England,Norway,1,3,UEFA Euro qualification
263,9/18/1988,Sweden,Republic of Ireland,4,0,UEFA Euro qualification
264,10/1/1988,Netherlands,Sweden,1,0,UEFA Euro qualification
265,10/1/1988,Belgium,Bulgaria,5,0,UEFA Euro qualification
266,10/8/1988,Hungary,Italy,0,0,UEFA Euro qualification
267,10/8/1988,Czechoslovakia,France,0,0,UEFA Euro qualification
268,10/15/1988,Denmark,Sweden,1,5,UEFA Euro qualification
269,10/22/1988,Norway,Netherlands,2,1,UEFA Euro qualification
270,10/23/1988,Czechoslovakia,Bulgaria,3,0,UEFA Euro qualification
271,10/26/1988,Sweden,Denmark,1,1,UEFA Euro qualification
272,10/29/1988,Belgium,Spain,1,0,UEFA Euro qualification
273,10/30/1988,Switzerland,Italy,0,6,UEFA Euro qualification
274,10/30/1988,Germany,Hungary,4,0,UEFA Euro qualification
275,11/5/1988,Netherlands,Norway,0,3,UEFA Euro qualification
276,11/6/1988,Bulgaria,France,0,2,UEFA Euro qualification
277,11/26/1988,Czechoslovakia,Germany,1,1,UEFA Euro qualification
278,11/27/1988,Italy,France,2,0,UEFA Euro qualification
279,12/11/1988,France,Italy,1,2,UEFA Euro qualification
280,12/17/1988,Germany,Czechoslovakia,2,0,UEFA Euro qualification
281,3/26/1989,Australia,New Zealand,0,2,OFC Championship
282,3/27/1989,Taiwan,Papua New Guinea,6,1,OFC Championship
283,3/28/1989,New Zealand,Taiwan,1,0,OFC Championship
284,3/28/1989,Australia,Papua New Guinea,6,0,OFC Championship
285,3/30/1989,New Zealand,Papua New Guinea,5,0,OFC Championship
286,3/31/1989,Australia,Taiwan,1,4,OFC Championship
287,4/1/1989,Taiwan,New Zealand,1,0,OFC Championship
288,6/28/1989,Germany,Italy,1,1,UEFA Euro
289,6/28/1989,Sweden,Norway,1,2,UEFA Euro
290,6/30/1989,Sweden,Italy,2,1,UEFA Euro
291,7/2/1989,Germany,Norway,4,1,UEFA Euro
292,9/9/1989,Finland,Norway,0,1,UEFA Euro qualification
293,10/1/1989,England,Finland,0,0,UEFA Euro qualification
294,10/1/1989,Germany,Hungary,0,0,UEFA Euro qualification
295,10/14/1989,Czechoslovakia,Bulgaria,2,0,UEFA Euro qualification
296,10/14/1989,Switzerland,Denmark,0,4,UEFA Euro qualification
297,10/15/1989,Poland,France,1,3,UEFA Euro qualification
298,10/15/1989,Norway,Belgium,4,0,UEFA Euro qualification
299,10/22/1989,Sweden,Poland,4,1,UEFA Euro qualification
300,10/28/1989,Bulgaria,Hungary,0,3,UEFA Euro qualification
301,11/4/1989,Spain,Switzerland,0,0,UEFA Euro qualification
302,11/18/1989,Netherlands,Republic of Ireland,2,0,UEFA Euro qualification
303,11/22/1989,Germany,Czechoslovakia,5,0,UEFA Euro qualification
304,11/25/1989,Spain,Denmark,1,3,UEFA Euro qualification
305,12/2/1989,Italy,Switzerland,4,1,UEFA Euro qualification
306,12/9/1989,Northern Ireland,Republic of Ireland,1,2,UEFA Euro qualification
307,12/18/1989,China PR,Taiwan,1,0,AFC Championship
308,12/18/1989,Hong Kong,Nepal,3,0,AFC Championship
309,12/19/1989,Japan,Indonesia,11,0,AFC Championship
310,12/21/1989,China PR,North Korea,4,1,AFC Championship
311,12/21/1989,Taiwan,Thailand,5,0,AFC Championship
312,12/22/1989,Indonesia,Nepal,8,0,AFC Championship
313,12/22/1989,Hong Kong,Japan,0,3,AFC Championship
314,12/23/1989,China PR,Thailand,3,1,AFC Championship
315,12/23/1989,Taiwan,North Korea,3,1,AFC Championship
316,12/24/1989,North Korea,Thailand,4,0,AFC Championship
317,12/24/1989,Japan,Nepal,14,0,AFC Championship
318,12/24/1989,Hong Kong,Indonesia,0,0,AFC Championship
319,12/26/1989,Hong Kong,China PR,0,7,AFC Championship
320,12/26/1989,Japan,Taiwan,0,1,AFC Championship
321,12/29/1989,Hong Kong,Japan,0,9,AFC Championship
322,12/29/1989,China PR,Taiwan,1,0,AFC Championship
323,2/10/1990,Italy,Spain,3,1,UEFA Euro qualification
324,3/17/1990,Belgium,England,0,3,UEFA Euro qualification
325,3/19/1990,Northern Ireland,Netherlands,0,6,UEFA Euro qualification
326,4/7/1990,England,Belgium,1,0,UEFA Euro qualification
327,4/7/1990,Switzerland,Italy,0,4,UEFA Euro qualification
328,4/11/1990,Bulgaria,Germany,1,4,UEFA Euro qualification
329,4/28/1990,Denmark,Italy,1,0,UEFA Euro qualification
330,4/29/1990,Republic of Ireland,Netherlands,0,0,UEFA Euro qualification
331,4/29/1990,Czechoslovakia,Germany,0,1,UEFA Euro qualification
332,5/2/1990,Switzerland,Spain,2,1,UEFA Euro qualification
333,5/12/1990,Finland,Belgium,3,0,UEFA Euro qualification
334,5/13/1990,France,Sweden,0,2,UEFA Euro qualification
335,5/23/1990,Denmark,Switzerland,4,0,UEFA Euro qualification
336,5/26/1990,Hungary,Czechoslovakia,2,0,UEFA Euro qualification
337,5/27/1990,Norway,England,2,0,UEFA Euro qualification
338,6/9/1990,Hungary,Bulgaria,2,0,UEFA Euro qualification
339,6/10/1990,Poland,Sweden,0,2,UEFA Euro qualification
340,6/13/1990,Norway,Finland,4,0,UEFA Euro qualification
341,6/13/1990,Denmark,Spain,5,0,UEFA Euro qualification
342,9/2/1990,England,Norway,0,0,UEFA Euro qualification
343,9/22/1990,Netherlands,Northern Ireland,9,0,UEFA Euro qualification
344,9/26/1990,Germany,Bulgaria,4,0,UEFA Euro qualification
345,9/27/1990,Belgium,Norway,0,1,UEFA Euro qualification
346,9/29/1990,France,Poland,2,0,UEFA Euro qualification
347,9/29/1990,Finland,England,0,0,UEFA Euro qualification
348,9/29/1990,Czechoslovakia,Hungary,3,0,UEFA Euro qualification
349,10/6/1990,Italy,Denmark,1,1,UEFA Euro qualification
350,10/7/1990,Republic of Ireland,Northern Ireland,4,0,UEFA Euro qualification
351,10/13/1990,Belgium,Finland,1,0,UEFA Euro qualification
352,10/14/1990,Sweden,France,4,1,UEFA Euro qualification
353,10/14/1990,Hungary,Germany,0,4,UEFA Euro qualification
354,10/14/1990,Bulgaria,Czechoslovakia,2,3,UEFA Euro qualification
355,10/21/1990,Spain,Italy,0,0,UEFA Euro qualification
356,11/14/1990,Norway,Hungary,2,1,UEFA Euro qualification
357,11/18/1990,Sweden,Italy,1,1,UEFA Euro qualification
358,11/24/1990,Denmark,Netherlands,0,0,UEFA Euro qualification
359,11/25/1990,England,Germany,1,4,UEFA Euro qualification
360,11/25/1990,Hungary,Norway,0,2,UEFA Euro qualification
361,12/8/1990,Italy,Sweden,0,0,UEFA Euro qualification
362,12/8/1990,Netherlands,Denmark,0,1,UEFA Euro qualification
363,12/16/1990,Germany,England,2,0,UEFA Euro qualification
364,2/16/1991,Nigeria,Ghana,5,1,African Championship
365,3/3/1991,Ghana,Nigeria,1,2,African Championship
366,4/16/1991,Canada,Costa Rica,6,0,CONCACAF Championship
367,4/17/1991,Haiti,Jamaica,1,0,CONCACAF Championship
368,4/18/1991,United States,Mexico,12,0,CONCACAF Championship
369,4/18/1991,Martinique,Trinidad and Tobago,1,1,CONCACAF Championship
370,4/19/1991,Canada,Jamaica,9,0,CONCACAF Championship
371,4/19/1991,Haiti,Costa Rica,4,0,CONCACAF Championship
372,4/20/1991,Trinidad and Tobago,Mexico,3,1,CONCACAF Championship
373,4/20/1991,United States,Martinique,12,0,CONCACAF Championship
374,4/21/1991,Jamaica,Costa Rica,1,2,CONCACAF Championship
375,4/21/1991,Haiti,Canada,0,2,CONCACAF Championship
376,4/22/1991,Martinique,Mexico,1,8,CONCACAF Championship
377,4/22/1991,United States,Trinidad and Tobago,10,0,CONCACAF Championship
378,4/24/1991,Canada,Trinidad and Tobago,6,0,CONCACAF Championship
379,4/25/1991,Haiti,United States,0,10,CONCACAF Championship
380,4/27/1991,Haiti,Trinidad and Tobago,2,4,CONCACAF Championship
381,4/28/1991,Brazil,Chile,6,1,Copa América
382,4/28/1991,Canada,United States,0,5,CONCACAF Championship
383,5/1/1991,Chile,Venezuela,1,0,Copa América
384,5/4/1991,Nigeria,Guinea,3,0,African Championship
385,5/5/1991,Brazil,Venezuela,6,11,Copa América
386,5/19/1991,Guinea,Nigeria,0,4,African Championship
387,5/19/1991,New Zealand,Papua New Guinea,16,0,OFC Championship
388,5/20/1991,Australia,New Zealand,0,1,OFC Championship
389,5/21/1991,Australia,Papua New Guinea,12,0,OFC Championship
390,5/23/1991,Papua New Guinea,New Zealand,0,11,OFC Championship
391,5/24/1991,Australia,New Zealand,1,0,OFC Championship
392,5/25/1991,Australia,Papua New Guinea,8,0,OFC Championship
393,5/26/1991,Hong Kong,Singapore,2,0,AFC Championship
394,5/26/1991,Japan,North Korea,1,0,AFC Championship
395,5/28/1991,Japan,Hong Kong,4,1,AFC Championship
396,5/28/1991,North Korea,Malaysia,12,0,AFC Championship
397,5/29/1991,China PR,Taiwan,3,0,AFC Championship
398,5/29/1991,Thailand,South Korea,3,0,AFC Championship
399,5/30/1991,North Korea,Hong Kong,5,0,AFC Championship
400,5/30/1991,Malaysia,Singapore,1,0,AFC Championship
401,5/31/1991,Taiwan,South Korea,9,0,AFC Championship
402,5/31/1991,China PR,Thailand,10,1,AFC Championship
403,6/1/1991,North Korea,Singapore,8,0,AFC Championship
404,6/1/1991,Japan,Malaysia,12,0,AFC Championship
405,6/2/1991,Taiwan,Thailand,0,0,AFC Championship
406,6/2/1991,China PR,South Korea,10,0,AFC Championship
407,6/3/1991,Japan,Singapore,10,0,AFC Championship
408,6/3/1991,Hong Kong,Malaysia,0,0,AFC Championship
409,6/6/1991,China PR,North Korea,1,0,AFC Championship
410,6/6/1991,Japan,Taiwan,0,0,AFC Championship
411,6/8/1991,Taiwan,North Korea,0,0,AFC Championship
412,6/8/1991,Japan,China PR,0,5,AFC Championship
413,6/15/1991,Nigeria,Cameroon,2,0,African Championship
414,6/30/1991,Cameroon,Nigeria,0,4,African Championship
415,7/10/1991,Denmark,Norway,0,0,UEFA Euro
416,7/11/1991,Germany,Italy,3,0,UEFA Euro
417,7/14/1991,Denmark,Italy,2,1,UEFA Euro
418,7/14/1991,Germany,Norway,3,1,UEFA Euro
419,9/21/1991,Finland,Denmark,1,1,UEFA Euro qualification
420,9/29/1991,Switzerland,Norway,0,10,UEFA Euro qualification
421,9/29/1991,Poland,Czechoslovakia,1,2,UEFA Euro qualification
422,10/6/1991,Russia,Hungary,2,1,UEFA Euro qualification
423,10/16/1991,Denmark,France,4,1,UEFA Euro qualification
424,10/19/1991,Italy,Poland,3,1,UEFA Euro qualification
425,10/23/1991,Spain,Sweden,0,4,UEFA Euro qualification
426,10/27/1991,Bulgaria,Hungary,0,1,UEFA Euro qualification
